"","zone","entity","zone_type","year_comparison","area_0","area_1","delta_area"
"340","North-East Asia","Pasture","Sub_Region","2020_2030",4903578.16277644,5018800.84378506,115222.681008617
"341","North-East Asia","Pasture","Sub_Region","2020_2050",4903578.16277644,5015369.19595397,111791.033177528
"342","North-East Asia","Pasture","Sub_Region","2020_2070",4903578.16277644,5014623.46023614,111045.297459698
"343","Oceania","Pasture","Sub_Region","2020_2030",3133768.91569411,3171209.24242336,37440.3267292413
"344","Oceania","Pasture","Sub_Region","2020_2050",3133768.91569411,3180669.01074639,46900.0950522763
"345","Oceania","Pasture","Sub_Region","2020_2070",3133768.91569411,3224229.46229251,90460.5465983991
"346","South America","Pasture","Sub_Region","2020_2030",4665365.28793755,4755706.28915783,90341.0012202831
"347","South America","Pasture","Sub_Region","2020_2050",4665365.28793755,5124258.7877688,458893.499831254
"348","South America","Pasture","Sub_Region","2020_2070",4665365.28793755,5899841.61820055,1234476.330263
"349","South Asia","Pasture","Sub_Region","2020_2030",1613978.42908343,1627520.16644429,13541.7373608567
"350","South Asia","Pasture","Sub_Region","2020_2050",1613978.42908343,1629026.27284003,15047.8437565975
"351","South Asia","Pasture","Sub_Region","2020_2070",1613978.42908343,1633624.86994733,19646.4408638936
"352","South-East Asia","Pasture","Sub_Region","2020_2030",165309.520537217,148936.891612057,-16372.6289251596
"353","South-East Asia","Pasture","Sub_Region","2020_2050",165309.520537217,131853.653913589,-33455.8666236274
"354","South-East Asia","Pasture","Sub_Region","2020_2070",165309.520537217,131367.372827232,-33942.1477099843
"355","Southern Africa","Pasture","Sub_Region","2020_2030",2811655.38321917,2842778.90194741,31123.5187282464
"356","Southern Africa","Pasture","Sub_Region","2020_2050",2811655.38321917,2842923.7257829,31268.3425637307
"357","Southern Africa","Pasture","Sub_Region","2020_2070",2811655.38321917,2840138.39712923,28483.0139100677
"358","West Africa","Pasture","Sub_Region","2020_2030",1404828.4970193,1391728.77320424,-13099.7238150619
"359","West Africa","Pasture","Sub_Region","2020_2050",1404828.4970193,1285355.99963052,-119472.49738878
"360","West Africa","Pasture","Sub_Region","2020_2070",1404828.4970193,1226216.81897333,-178611.678045973
"361","Western Asia","Pasture","Sub_Region","2020_2030",851706.843959797,881043.334131348,29336.4901715509
"362","Western Asia","Pasture","Sub_Region","2020_2050",851706.843959797,883710.941765718,32004.0978059208
"363","Western Asia","Pasture","Sub_Region","2020_2070",851706.843959797,888621.825385184,36914.9814253872
"364","Antarctica","Primary_vegetation","Sub_Region","2020_2030",1519.04416943512,1519.04416943512,0
"365","Antarctica","Primary_vegetation","Sub_Region","2020_2050",1519.04416943512,1519.04416943512,0
"366","Antarctica","Primary_vegetation","Sub_Region","2020_2070",1519.04416943512,1519.04416943512,0
"367","Caribbean","Primary_vegetation","Sub_Region","2020_2030",104174.139498125,97850.4037005474,-6323.73579757786
"368","Caribbean","Primary_vegetation","Sub_Region","2020_2050",104174.139498125,97668.2667429607,-6505.87275516459
"369","Caribbean","Primary_vegetation","Sub_Region","2020_2070",104174.139498125,91497.1514772401,-12676.9880208851
"370","Central Africa","Primary_vegetation","Sub_Region","2020_2030",2840662.5461442,2645598.56858628,-195063.977557913
"371","Central Africa","Primary_vegetation","Sub_Region","2020_2050",2840662.5461442,2585353.14664792,-255309.399496273
"372","Central Africa","Primary_vegetation","Sub_Region","2020_2070",2840662.5461442,2536382.81955195,-304279.726592244
"373","Central Asia","Primary_vegetation","Sub_Region","2020_2030",1031597.22811402,924400.904623038,-107196.323490984
"374","Central Asia","Primary_vegetation","Sub_Region","2020_2050",1031597.22811402,896834.102008571,-134763.12610545
"375","Central Asia","Primary_vegetation","Sub_Region","2020_2070",1031597.22811402,885230.719508726,-146366.508605296
"376","Central and Western Europe","Primary_vegetation","Sub_Region","2020_2030",2007521.91375973,1970899.43187685,-36622.4818828811
"377","Central and Western Europe","Primary_vegetation","Sub_Region","2020_2050",2007521.91375973,1669688.60231531,-337833.311444425
"378","Central and Western Europe","Primary_vegetation","Sub_Region","2020_2070",2007521.91375973,1483393.58315331,-524128.33060642
"379","East Africa and adjacent islands","Primary_vegetation","Sub_Region","2020_2030",2172208.73579469,2067441.28022598,-104767.45556871
"380","East Africa and adjacent islands","Primary_vegetation","Sub_Region","2020_2050",2172208.73579469,1856348.04424416,-315860.691550532
"381","East Africa and adjacent islands","Primary_vegetation","Sub_Region","2020_2070",2172208.73579469,1778121.30709321,-394087.428701476
"382","Eastern Europe","Primary_vegetation","Sub_Region","2020_2030",13867521.8857334,13810526.9799895,-56994.90574391
"383","Eastern Europe","Primary_vegetation","Sub_Region","2020_2050",13867521.8857334,13517913.8899374,-349607.995796027
"384","Eastern Europe","Primary_vegetation","Sub_Region","2020_2070",13867521.8857334,13358650.9375877,-508870.948145695
"385","Mesoamerica","Primary_vegetation","Sub_Region","2020_2030",1141244.72236787,1163585.34315225,22340.6207843772
"386","Mesoamerica","Primary_vegetation","Sub_Region","2020_2050",1141244.72236787,1085234.20589289,-56010.5164749881
"387","Mesoamerica","Primary_vegetation","Sub_Region","2020_2070",1141244.72236787,1070160.55293627,-71084.1694316054
"388","North Africa","Primary_vegetation","Sub_Region","2020_2030",6718035.62829054,6506506.35742731,-211529.270863235
"389","North Africa","Primary_vegetation","Sub_Region","2020_2050",6718035.62829054,6252202.20595648,-465833.422334064
"390","North Africa","Primary_vegetation","Sub_Region","2020_2070",6718035.62829054,6159313.28773358,-558722.340556961
"391","North America","Primary_vegetation","Sub_Region","2020_2030",12941141.1373316,12874259.912774,-66881.2245576326
"392","North America","Primary_vegetation","Sub_Region","2020_2050",12941141.1373316,12294047.9418125,-647093.195519157
"393","North America","Primary_vegetation","Sub_Region","2020_2070",12941141.1373316,11955622.2294647,-985518.907866947
"394","North-East Asia","Primary_vegetation","Sub_Region","2020_2030",4222817.08410692,4041695.77045453,-181121.313652384
"395","North-East Asia","Primary_vegetation","Sub_Region","2020_2050",4222817.08410692,4029724.64021005,-193092.443896864
"396","North-East Asia","Primary_vegetation","Sub_Region","2020_2070",4222817.08410692,4021241.83584234,-201575.248264575
"397","Oceania","Primary_vegetation","Sub_Region","2020_2030",4686120.85302234,4609791.05550552,-76329.7975168247
"398","Oceania","Primary_vegetation","Sub_Region","2020_2050",4686120.85302234,4450592.5547806,-235528.298241735
"399","Oceania","Primary_vegetation","Sub_Region","2020_2070",4686120.85302234,4393053.50275627,-293067.350266073
"400","South America","Primary_vegetation","Sub_Region","2020_2030",10863317.8194781,10776006.311243,-87311.5082350951
"401","South America","Primary_vegetation","Sub_Region","2020_2050",10863317.8194781,9900563.37657928,-962754.442898778
"402","South America","Primary_vegetation","Sub_Region","2020_2070",10863317.8194781,8652124.10924588,-2211193.71023219
"403","South Asia","Primary_vegetation","Sub_Region","2020_2030",2093393.98477923,2027145.96013614,-66248.0246430973
"404","South Asia","Primary_vegetation","Sub_Region","2020_2050",2093393.98477923,1962391.1367205,-131002.848058729
"405","South Asia","Primary_vegetation","Sub_Region","2020_2070",2093393.98477923,1934454.28623464,-158939.698544591
"406","South-East Asia","Primary_vegetation","Sub_Region","2020_2030",2599418.21640824,2538788.6897029,-60629.5267053461
"407","South-East Asia","Primary_vegetation","Sub_Region","2020_2050",2599418.21640824,2287590.84348579,-311827.372922449
"408","South-East Asia","Primary_vegetation","Sub_Region","2020_2070",2599418.21640824,2224165.89839495,-375252.31801329
"409","Southern Africa","Primary_vegetation","Sub_Region","2020_2030",2651545.18739194,2585782.8808497,-65762.3065422452
"410","Southern Africa","Primary_vegetation","Sub_Region","2020_2050",2651545.18739194,2491571.47255056,-159973.71484138
"411","Southern Africa","Primary_vegetation","Sub_Region","2020_2070",2651545.18739194,2427455.54895121,-224089.638440737
"412","West Africa","Primary_vegetation","Sub_Region","2020_2030",2055266.65188874,1874316.32622597,-180950.325662771
"413","West Africa","Primary_vegetation","Sub_Region","2020_2050",2055266.65188874,1732464.59152456,-322802.06036418
"414","West Africa","Primary_vegetation","Sub_Region","2020_2070",2055266.65188874,1676885.13296238,-378381.518926362
"415","Western Asia","Primary_vegetation","Sub_Region","2020_2030",2497060.9207473,2464492.32414138,-32568.5966059179
"416","Western Asia","Primary_vegetation","Sub_Region","2020_2050",2497060.9207473,2456136.87065826,-40924.0500890468
"417","Western Asia","Primary_vegetation","Sub_Region","2020_2070",2497060.9207473,2448173.46640981,-48887.454337493
