"","zone","entity","zone_type","year_comparison","area_0","area_1","delta_area"
"327","East Africa and adjacent islands","Pasture","Sub_Region","2020_2070",1865918.01203581,1400831.65311414,-465086.358921666
"328","Eastern Europe","Pasture","Sub_Region","2020_2030",1141359.01743065,859900.560501515,-281458.456929135
"329","Eastern Europe","Pasture","Sub_Region","2020_2050",1141359.01743065,494400.187733332,-646958.829697318
"330","Eastern Europe","Pasture","Sub_Region","2020_2070",1141359.01743065,522070.283470932,-619288.733959719
"331","Mesoamerica","Pasture","Sub_Region","2020_2030",919682.713247287,781115.83111562,-138566.882131666
"332","Mesoamerica","Pasture","Sub_Region","2020_2050",919682.713247287,585669.137371323,-334013.575875964
"333","Mesoamerica","Pasture","Sub_Region","2020_2070",919682.713247287,585651.22324807,-334031.489999217
"334","North Africa","Pasture","Sub_Region","2020_2030",1384113.9003907,1328094.41974189,-56019.4806488182
"335","North Africa","Pasture","Sub_Region","2020_2050",1384113.9003907,1129880.44565372,-254233.454736981
"336","North Africa","Pasture","Sub_Region","2020_2070",1384113.9003907,1196340.83430352,-187773.06608718
"337","North America","Pasture","Sub_Region","2020_2030",2673726.15309633,2013097.05337156,-660629.099724767
"338","North America","Pasture","Sub_Region","2020_2050",2673726.15309633,1049120.62867594,-1624605.52442039
"339","North America","Pasture","Sub_Region","2020_2070",2673726.15309633,1049889.10822881,-1623837.04486752
"340","North-East Asia","Pasture","Sub_Region","2020_2030",5188099.90176893,5035906.93274727,-152192.969021661
"341","North-East Asia","Pasture","Sub_Region","2020_2050",5188099.90176893,4659018.60387009,-529081.297898835
"342","North-East Asia","Pasture","Sub_Region","2020_2070",5188099.90176893,4367092.72995059,-821007.171818335
"343","Oceania","Pasture","Sub_Region","2020_2030",3460741.77670474,3312859.4123369,-147882.364367838
"344","Oceania","Pasture","Sub_Region","2020_2050",3460741.77670474,2776356.40918165,-684385.367523085
"345","Oceania","Pasture","Sub_Region","2020_2070",3460741.77670474,2854862.31644863,-605879.460256105
"346","South America","Pasture","Sub_Region","2020_2030",4809738.25044835,4035679.17399607,-774059.076452279
"347","South America","Pasture","Sub_Region","2020_2050",4809738.25044835,2978910.33877257,-1830827.91167577
"348","South America","Pasture","Sub_Region","2020_2070",4809738.25044835,3369351.32326762,-1440386.92718072
"349","South Asia","Pasture","Sub_Region","2020_2030",1649970.67143997,1251512.63971686,-398458.031723112
"350","South Asia","Pasture","Sub_Region","2020_2050",1649970.67143997,1246700.81569107,-403269.855748899
"351","South Asia","Pasture","Sub_Region","2020_2070",1649970.67143997,1246069.81076181,-403900.860678159
"352","South-East Asia","Pasture","Sub_Region","2020_2030",176870.51183418,151436.754621127,-25433.7572130528
"353","South-East Asia","Pasture","Sub_Region","2020_2050",176870.51183418,110645.019406399,-66225.4924277807
"354","South-East Asia","Pasture","Sub_Region","2020_2070",176870.51183418,114170.994013574,-62699.5178206057
"355","Southern Africa","Pasture","Sub_Region","2020_2030",2874236.36102222,2551690.24975975,-322546.111262467
"356","Southern Africa","Pasture","Sub_Region","2020_2050",2874236.36102222,1859364.13286905,-1014872.22815317
"357","Southern Africa","Pasture","Sub_Region","2020_2070",2874236.36102222,1589587.59623828,-1284648.76478394
"358","West Africa","Pasture","Sub_Region","2020_2030",1457636.30465252,1275559.12217481,-182077.182477719
"359","West Africa","Pasture","Sub_Region","2020_2050",1457636.30465252,966225.459471915,-491410.845180609
"360","West Africa","Pasture","Sub_Region","2020_2070",1457636.30465252,909168.130314724,-548468.174337801
"361","Western Asia","Pasture","Sub_Region","2020_2030",884112.764406667,1219024.89282538,334912.12841871
"362","Western Asia","Pasture","Sub_Region","2020_2050",884112.764406667,1189453.79251737,305341.028110701
"363","Western Asia","Pasture","Sub_Region","2020_2070",884112.764406667,1196032.4322733,311919.667866637
"364","Antarctica","Primary_vegetation","Sub_Region","2020_2030",1519.04416943512,1519.04416943512,0
"365","Antarctica","Primary_vegetation","Sub_Region","2020_2050",1519.04416943512,1519.04416943512,0
"366","Antarctica","Primary_vegetation","Sub_Region","2020_2070",1519.04416943512,1519.04416943512,0
"367","Caribbean","Primary_vegetation","Sub_Region","2020_2030",100304.942134793,90468.1427441018,-9836.7993906911
"368","Caribbean","Primary_vegetation","Sub_Region","2020_2050",100304.942134793,86343.1489172693,-13961.7932175236
"369","Caribbean","Primary_vegetation","Sub_Region","2020_2070",100304.942134793,86198.4591132004,-14106.4830215925
"370","Central Africa","Primary_vegetation","Sub_Region","2020_2030",3275868.94337893,2938778.78045865,-337090.162920276
"371","Central Africa","Primary_vegetation","Sub_Region","2020_2050",3275868.94337893,2906226.96699123,-369641.976387695
"372","Central Africa","Primary_vegetation","Sub_Region","2020_2070",3275868.94337893,2905323.52399036,-370545.419388565
"373","Central Asia","Primary_vegetation","Sub_Region","2020_2030",835998.007339909,740923.283163934,-95074.7241759754
"374","Central Asia","Primary_vegetation","Sub_Region","2020_2050",835998.007339909,739150.106035862,-96847.9013040476
"375","Central Asia","Primary_vegetation","Sub_Region","2020_2070",835998.007339909,698663.187648246,-137334.819691663
"376","Central and Western Europe","Primary_vegetation","Sub_Region","2020_2030",1477884.8365737,1093206.91696468,-384677.919609019
"377","Central and Western Europe","Primary_vegetation","Sub_Region","2020_2050",1477884.8365737,703495.614393764,-774389.222179936
"378","Central and Western Europe","Primary_vegetation","Sub_Region","2020_2070",1477884.8365737,585951.581421012,-891933.255152688
"379","East Africa and adjacent islands","Primary_vegetation","Sub_Region","2020_2030",1952169.85345905,1844261.7077922,-107908.145666852
"380","East Africa and adjacent islands","Primary_vegetation","Sub_Region","2020_2050",1952169.85345905,1736692.49300147,-215477.360457575
"381","East Africa and adjacent islands","Primary_vegetation","Sub_Region","2020_2070",1952169.85345905,1728867.1555645,-223302.697894555
"382","Eastern Europe","Primary_vegetation","Sub_Region","2020_2030",13315374.0023379,12604890.3448554,-710483.657482481
"383","Eastern Europe","Primary_vegetation","Sub_Region","2020_2050",13315374.0023379,12005303.4025242,-1310070.59981368
"384","Eastern Europe","Primary_vegetation","Sub_Region","2020_2070",13315374.0023379,11810918.9690244,-1504455.03331344
"385","Mesoamerica","Primary_vegetation","Sub_Region","2020_2030",1096596.84702361,1040470.97347961,-56125.8735439966
"386","Mesoamerica","Primary_vegetation","Sub_Region","2020_2050",1096596.84702361,1021910.1733263,-74686.6736973119
"387","Mesoamerica","Primary_vegetation","Sub_Region","2020_2070",1096596.84702361,1019765.12452916,-76831.7224944481
"388","North Africa","Primary_vegetation","Sub_Region","2020_2030",6569831.70225845,6191000.12383703,-378831.57842142
"389","North Africa","Primary_vegetation","Sub_Region","2020_2050",6569831.70225845,6176421.94493098,-393409.757327477
"390","North Africa","Primary_vegetation","Sub_Region","2020_2070",6569831.70225845,6172652.11805884,-397179.584199616
"391","North America","Primary_vegetation","Sub_Region","2020_2030",12886067.1380674,11579776.8144628,-1306290.3236046
"392","North America","Primary_vegetation","Sub_Region","2020_2050",12886067.1380674,10527102.988333,-2358964.14973443
"393","North America","Primary_vegetation","Sub_Region","2020_2070",12886067.1380674,10070577.6976291,-2815489.4404383
"394","North-East Asia","Primary_vegetation","Sub_Region","2020_2030",3689241.23344588,2996041.8878632,-693199.345582677
"395","North-East Asia","Primary_vegetation","Sub_Region","2020_2050",3689241.23344588,2987982.82525139,-701258.408194491
"396","North-East Asia","Primary_vegetation","Sub_Region","2020_2070",3689241.23344588,2986417.69002163,-702823.543424247
"397","Oceania","Primary_vegetation","Sub_Region","2020_2030",3713194.8263999,3175087.27163253,-538107.554767367
"398","Oceania","Primary_vegetation","Sub_Region","2020_2050",3713194.8263999,3090833.51208352,-622361.314316379
"399","Oceania","Primary_vegetation","Sub_Region","2020_2070",3713194.8263999,3041873.88294644,-671320.943453459
"400","South America","Primary_vegetation","Sub_Region","2020_2030",9509935.22841532,8981319.26070303,-528615.967712285
"401","South America","Primary_vegetation","Sub_Region","2020_2050",9509935.22841532,8492575.87158676,-1017359.35682856
"402","South America","Primary_vegetation","Sub_Region","2020_2070",9509935.22841532,8492473.02106154,-1017462.20735378
"403","South Asia","Primary_vegetation","Sub_Region","2020_2030",1684495.39674748,1427014.77409481,-257480.622652669
"404","South Asia","Primary_vegetation","Sub_Region","2020_2050",1684495.39674748,1387634.48483838,-296860.911909105
"405","South Asia","Primary_vegetation","Sub_Region","2020_2070",1684495.39674748,1371797.55448286,-312697.842264627
"406","South-East Asia","Primary_vegetation","Sub_Region","2020_2030",2287096.30744237,2107467.06656646,-179629.240875913
"407","South-East Asia","Primary_vegetation","Sub_Region","2020_2050",2287096.30744237,1929728.91338227,-357367.3940601
"408","South-East Asia","Primary_vegetation","Sub_Region","2020_2070",2287096.30744237,1814623.70977082,-472472.597671557
"409","Southern Africa","Primary_vegetation","Sub_Region","2020_2030",2319517.28422227,2184313.46463868,-135203.819583583
"410","Southern Africa","Primary_vegetation","Sub_Region","2020_2050",2319517.28422227,2101215.54255991,-218301.741662356
"411","Southern Africa","Primary_vegetation","Sub_Region","2020_2070",2319517.28422227,2068284.95819589,-251232.32602638
"412","West Africa","Primary_vegetation","Sub_Region","2020_2030",2039753.13257194,2013685.83129803,-26067.3012739129
"413","West Africa","Primary_vegetation","Sub_Region","2020_2050",2039753.13257194,2012283.50755502,-27469.6250169203
"414","West Africa","Primary_vegetation","Sub_Region","2020_2070",2039753.13257194,2011091.04498148,-28662.0875904681
"415","Western Asia","Primary_vegetation","Sub_Region","2020_2030",2455003.57221877,1704972.3539674,-750031.218251372
"416","Western Asia","Primary_vegetation","Sub_Region","2020_2050",2455003.57221877,1704629.1677195,-750374.404499268
"417","Western Asia","Primary_vegetation","Sub_Region","2020_2070",2455003.57221877,1704508.38604527,-750495.186173502
